bullseye	bullseye	circle	circle	dots	dots	h_lines	h_lines	high_lines	high_lines	slant	slant	slant_down	slant_down	slant_up	slant_up	star	star	v_lines	v_lines	wide_lines	wide_lines	x_shape	x_shape
68.2912366902	58.2081428128	78.7068568778	66.7453442735	73.5706870471	49.6527369507	66.8642543425	50.0086694511	64.1651697926	66.6767269263	64.7406276978	56.8564285768	66.1644041768	61.7815758877	62.8836064108	61.3422729046	66.9922851933	62.8918881864	70.1038996568	53.1688346778	89.92145147	46.2627877111	64.1258676538	55.4455867403
41.7874702197	13.2096068334	33.4635065134	25.8762115621	45.1853256796	19.6911440014	21.1979811612	29.6417755215	35.441928797	10.1381833912	39.6911524411	21.5543827363	44.83563431	25.3417974352	37.0717635436	8.45267810632	40.5103569541	22.1597326773	30.3960242214	22.9494842907	9.99681967546	21.3909268557	37.8735100164	21.8029902896
71.7375625625	43.2315035602	81.9693977242	41.0368052955	75.1767884663	46.2134934891	67.9245629829	46.1977784313	69.401125284	29.6306389621	65.1849858944	42.3342953927	66.4780820742	34.62570252	73.6258206395	44.8173747246	72.6122729261	46.2129487972	70.4559718746	43.2192212113	89.7364682173	42.5462887781	68.7145365419	39.5906995504
45.3409781765	32.6055017192	36.0009907298	29.6856714154	50.0272653219	46.2184009563	53.3140148151	46.1867782879	52.3587807822	29.633543244	46.4543030372	42.1013187786	52.2310100989	45.9782838827	44.8591026333	44.1309543604	46.1437386937	42.9979721334	49.6629866297	38.2221429667	44.9278286288	41.3040824134	49.249235828	37.0345032098
85.4899929367	66.1312587029	82.8531781259	56.0603619117	75.4639390164	47.2092358066	83.6820778271	49.9542112106	79.9198446292	66.6767387021	85.1014120196	49.879922604	78.6681836606	49.0909674878	77.3462214336	47.5051457088	72.5749357549	47.0507129891	90.23242515	55.5887513479	90.2770618713	55.4574967602	60.8970395068	48.4835859329
54.7427084542	66.6768963209	63.943118166	66.7474339382	53.7322298373	49.5308836158	57.1592640589	67.9257069398	60.2434660551	66.6705802677	56.8076429645	61.3912422242	63.7388284747	65.6199470097	58.8150324422	57.0119089696	48.8145977851	62.8679367354	53.7971477676	49.3823005192	64.1035466043	62.7688596981	54.6132872582	57.1754521423
65.2272806649	32.1430580166	63.9148082668	29.5827837982	53.7517007926	46.212422418	57.5109642825	46.1976936301	60.5809045022	29.6283908618	62.089831145	43.2953528917	62.0211562503	40.2356473525	61.898578376	30.1871804116	72.6685799174	46.2007364044	65.0708303248	45.2402541865	64.1014502291	35.4156133339	62.8670019301	45.7481026037
52.1170844433	65.1130050546	44.8635658466	66.6611650064	48.11085764	49.5847028963	48.08799245	50.4164442525	53.1088936799	66.6775258195	50.3739521609	52.7076059349	50.1146996457	49.4650401784	53.3756781688	54.2815441022	44.8865700995	46.2139331072	50.3972395584	60.742448209	53.5507025957	49.7140977061	50.6101670803	61.702953849
76.9638160181	76.8803944809	64.454106833	76.5291538937	74.0501642465	80.7428631219	73.4560896548	69.841556306	66.8761177027	89.8345224785	65.9897949653	78.1267826946	71.1692034745	78.5498944475	78.2686890272	77.09357217	64.2373005485	70.588166665	70.2375748049	82.7035192223	90.1795599425	76.6331961895	80.0186114349	75.6868889974
53.5316566354	67.5324600055	50.2090208725	76.6511520598	47.2721508858	79.152768557	44.9718057251	70.0308403368	49.1530400286	90.1393587391	47.4033148956	71.7343964656	49.9935270781	80.0554266808	44.0761939769	74.7949734721	53.4163447846	74.527470537	49.8560829864	71.3115412902	44.9258222612	70.7450579851	43.3606233266	71.2399306597
70.0812867103	37.2813915634	83.4036460646	45.0296676164	74.8872640858	46.217058542	65.2450558805	46.1960040743	67.8029286742	29.6281599779	65.2987403534	44.2958416221	64.8341679059	35.6922676369	65.2227104192	34.9305683977	70.6834906496	45.0672912081	70.0447307842	37.8335191955	89.5977100422	39.2651411691	65.4491192526	43.1454515935
49.7704581363	84.1398966597	53.4728588994	77.0987579665	51.9901962614	78.5331818473	52.5738327774	89.8227390021	46.7803632314	90.3667003651	49.3171390944	98.5149448495	53.0058283177	97.3604049423	43.4170757178	95.2404727499	54.3999005102	79.6831137612	50.1127416787	93.4106066169	44.9676641264	96.5895864629	35.7137153415	80.792505227
54.6530980358	67.5197923506	73.2692460024	69.2512863403	77.3798789708	78.7218959622	70.7128201158	67.9137752408	68.1012880645	89.6424715084	71.1123423883	68.8231486421	76.183519602	73.8702819747	70.1026517846	68.3902646637	64.4927256556	68.1314340124	69.95981979	69.0272391875	90.4375228492	70.3344232632	75.5593019067	69.3576092548
51.3879477978	29.091745185	44.8141220143	19.0313154014	47.4227226886	20.7309801387	50.5725037487	29.6041294742	48.1475142137	9.76152066171	52.313818423	27.8787342702	51.62712467	18.5688151043	52.5821377881	22.5261803876	52.9992250242	28.6014615627	49.7073744387	16.5920333621	53.5509446203	28.0529946964	43.3035222351	28.816368241
60.2898435415	31.883284274	79.2132562322	32.1301384673	74.8345364525	46.2154581285	68.1999097704	30.372698017	67.4534086625	29.6285987094	64.0379035674	35.5295377024	68.2889927346	29.7516291743	62.6921135994	32.5936504069	60.749484988	31.2320456092	65.0707135021	29.8925069002	64.1038589697	38.8909782265	74.4790257646	32.1600993436
34.8560961146	48.5731365752	44.8346199707	66.667364835	51.06092466	48.327272002	50.5666923784	49.9690108952	49.5001145834	66.6786865514	45.2692918023	50.6774651068	53.4906295093	47.150142876	48.5309729285	50.7520475088	42.858776314	47.4004833906	50.4270605737	50.4074081917	44.9259751746	51.1911381637	50.4517085335	62.512291164
40.2857783561	35.8648978059	25.3735361829	39.1160230814	24.7164168248	29.5464787751	39.0850609692	30.4964243627	36.4890410795	29.6295086424	34.5734013121	29.761074167	34.4732303635	37.1985854477	37.419075038	35.3086972041	45.3076535146	37.3107121734	30.0699654924	32.8933478622	10.3342245302	32.2057065395	45.9189505525	31.8515022623
