Plot	Values
right	1.96211030189
split	1.89282754902
left	-0.00144403829393
lines	0.133822294796
normal	0.0799999999998
right	1.5621293974
split	1.18109356528
left	0.00223736379171
lines	0.00164278532875
normal	0.12
right	1.7166164855
split	1.74024682511
left	-8.39402249216e-4
lines	2.35368753237e-4
normal	0.12
right	1.1519722082
split	1.06824952678
left	-1.01243426342
lines	-1.34047177918
normal	0.12
right	2.08852172889
split	1.67309587186
left	0.00607839578384
lines	0.00458954610404
normal	0.12
right	1.66431795337
split	1.31667942921
left	0.00266259614249
lines	0.035742927152
normal	0.12
right	1.58515115628
split	2.39841293086
left	0.00349432434301
lines	-1.15485945316
normal	0.12
right	1.96328364004
split	2.64278399311
left	-0.0064665058073
lines	0.00282276087938
normal	0.12
right	1.37284436355
split	1.15800354674
left	-0.00735728079348
lines	8.35353945875e-4
normal	0.12
right	1.83382922681
split	0.713501842295
left	0.0107881769233
lines	1.66996643767e-4
normal	0.12
right	1.39601954468
split	1.67763211406
left	5.92098094932e-4
lines	4.1018896642e-5
normal	0.12
right	1.72288543981
split	1.86918379534
left	-0.00504033587985
lines	-1.47512205195
normal	0.16
right	1.79837503935
split	1.68732333926
left	-0.00658789991883
lines	0.011571357335
normal	0.16
right	1.77307696202
split	1.94218123112
left	-0.00374588202112
lines	0.00442931387386
normal	0.16
right	1.73133284565
split	1.34557566134
left	0.00672583838309
lines	0.0882494597103
normal	0.16
right	1.49595599009
split	1.81926933661
left	0.00130620968247
lines	0.00999752627726
normal	0.16
right	1.68433620276
split	1.64458157287
left	0.00416907176323
lines	0.0125489675641
normal	0.16
right	1.59164421022
split	1.35424816014
left	0.00614521070649
lines	1.08415560836e-5
normal	0.16
right	-0.00562357407084
split	0.891426616217
left	-0.0103518837106
lines	1.38484488597e-4
normal	0.16
right	1.66415758582
split	1.55684708093
left	0.0110490864144
lines	1.34158858984e-4
normal	0.16
right	1.63653165806
split	1.58078536417
left	-0.00797477783227
lines	0.00782790846577
normal	0.16
right	1.78993683263
split	2.10466463309
left	-8.7228489929e-4
lines	0.00195076084962
normal	0.2
right	1.55581631036
split	1.5032949485
left	-0.00696413882967
lines	2.18986323603e-5
normal	0.2
right	2.64824315684
split	2.1627898355
left	-0.00516410752165
lines	7.72222416165e-4
normal	0.2
right	1.79699944319
split	1.97495244359
left	-0.00152176603563
lines	0.00925952871333
normal	0.2
right	1.25100105982
split	1.78666990491
left	-0.00567029936962
lines	5.13994436247e-4
normal	0.2
right	2.64568856676
split	1.59080625637
left	-0.00348436744189
lines	6.36600239906e-5
normal	0.2
right	2.0903641617
split	1.6029376276
left	-0.00158063933176
lines	0.105952352018
normal	0.2
right	1.61092211662
split	1.86137391908
left	-0.00354288020071
lines	-0.87608758083
normal	0.2
right	2.07699179012
split	1.81140424333
left	-0.00475074795244
lines	0.0780306396173
normal	0.2
right	1.46033958277
split	1.54071329749
left	0.0101823623244
lines	0.00109595548656
normal	0.2
right	1.77193647479
split	1.60864425144
left	-0.00872853608774
lines	0.156238777865
normal	0.24
right	2.00931862986
split	2.62425687393
left	-0.00212286396785
lines	8.60913389608e-6
normal	0.24
right	2.26672353853
split	1.4929248046
left	-0.0039120393061
lines	0.10735560677
normal	0.24
right	1.6704637034
split	1.61032828781
left	-1.69068331224
lines	0.0297922739757
normal	0.24
right	1.34547263934
split	1.41940636123
left	0.0124319682988
lines	2.47272716053e-4
normal	0.24
right	2.57266237868
split	1.71080434795
left	-0.00633770176219
lines	0.0196104263226
normal	0.24
right	1.37690958334
split	1.97135782366
left	0.00573019903878
lines	0.00213863620343
normal	0.24
right	1.21943166775
split	1.52625341691
left	-0.00934374468505
lines	0.0215716025916
normal	0.24
right	1.29886860817
split	1.19934369522
left	-0.00352471647619
lines	0.00248438542707
normal	0.24
right	2.09599790372
split	2.65772370588
left	0.00566875134667
lines	5.51113806627e-5
normal	0.24
right	2.38336859104
split	1.75744932963
left	0.0142791290332
lines	2.5414237634e-4
normal	0.28
right	1.30139558464
split	1.71001864374
left	-6.80190791624e-4
lines	4.65914840664e-4
normal	0.28
right	1.85617729108
split	1.29502351503
left	-0.00513262898899
lines	0.00127046785406
normal	0.28
right	1.85253147462
split	1.2862138062
left	-0.0093046324622
lines	0.00849670234656
normal	0.28
right	1.48300197808
split	2.51761699648
left	-8.66450720197e-4
lines	3.56169412563e-4
normal	0.28
right	1.8875745859
split	2.2941118621
left	-0.0011206494961
lines	7.91126134401e-4
normal	0.28
right	1.72249897392
split	1.53876399472
left	0.00718174125439
lines	5.39172116147e-4
normal	0.28
right	2.31566492315
split	1.91700540892
left	-0.00335096479506
lines	0.0113657550157
normal	0.28
right	1.80861523638
split	2.07928402657
left	0.00387845733086
lines	1.17606190669e-5
normal	0.28
right	2.23507558309
split	1.55095261551
left	-0.00844665791816
lines	0.00244818434217
normal	0.28
right	1.36011813922
split	1.81375818708
left	-0.00765648558279
lines	0.0163278280545
normal	0.32
right	1.52592921901
split	1.73654517238
left	0.00932208437497
lines	2.48200847498e-4
normal	0.32
right	1.38272348617
split	1.65732299305
left	0.00349033871503
lines	0.0200675380166
normal	0.32
right	2.16845625666
split	1.54203434165
left	-0.00889106996603
lines	0.00749201818799
normal	0.32
right	1.62494455727
split	2.60997960745
left	0.00498499455017
lines	0.0218332887136
normal	0.32
right	1.72798349956
split	1.49273689392
left	-0.00710824394955
lines	0.108963423301
normal	0.32
right	1.82592587766
split	1.85987909637
left	0.0232996091268
lines	4.5230910416e-4
normal	0.32
right	1.70238761493
split	2.33363446281
left	-0.00525427370188
lines	7.95814451339e-6
normal	0.32
right	1.92442312177
split	2.03845063417
left	0.0284388644092
lines	8.13598551178e-4
normal	0.32
right	2.02190439729
split	1.4060623564
left	-0.00623980902588
lines	2.78362251972e-6
normal	0.32
right	1.24276451283
split	2.4170625202
left	0.00237148203574
lines	0.0127083935656
normal	0.36
right	1.65892971531
split	2.14596916483
left	-0.00485800160685
lines	0.00186647376393
normal	0.36
right	1.82331521931
split	1.36990330896
left	0.0108226583036
lines	0.00773548691869
normal	0.36
right	1.33253329297
split	1.77692651121
left	-0.00616614281201
lines	2.42950272001e-4
normal	0.36
right	1.62769704088
split	1.7540264209
left	-0.00750308681415
lines	0.00175612573327
normal	0.36
right	2.40285415934
split	1.73107381187
left	-0.0092486081633
lines	0.00889158676959
normal	0.36
right	2.27562380771
split	1.43701630701
left	9.66903469174e-4
lines	1.35834121671e-4
normal	0.36
right	2.63491800244
split	0.834893712236
left	-0.00766605187306
lines	0.00538375184925
normal	0.36
right	2.03844493946
split	2.52498475846
left	-0.0067379028561
lines	0.00134070509465
normal	0.36
right	2.63553132077
split	1.74929013815
left	-0.00754894429362
lines	0.00585951911794
normal	0.36
right	1.33214738815
split	2.22253477783
left	-0.00769820859184
lines	6.16939844787e-5
normal	0.4
right	2.63324940286
split	1.94042704798
left	-0.00698626690437
lines	2.88974345173e-4
normal	0.4
right	1.40661496816
split	2.01396581448
left	-0.00129417653129
lines	0.0318379211977
normal	0.4
right	1.91527091302
split	2.08392084044
left	-0.00646727487012
lines	0.00111331734237
normal	0.4
right	2.26769212977
split	1.91676010985
left	3.6042026521e-4
lines	1.12773114632e-5
normal	0.4
right	1.60956359194
split	2.09981043985
left	-0.00962373981374
lines	5.67048402736e-5
normal	0.4
right	2.13534678815
split	1.86822049278
left	-0.00780822559695
lines	0.0954978589383
normal	0.4
right	1.5170505023
split	1.67372544815
left	0.0214077137967
lines	7.08446916088e-6
normal	0.4
right	2.66679347967
split	1.95729352492
left	-0.00959493610165
lines	0.00623480966468
normal	0.4
right	1.88855589068
split	1.19732781682
left	-0.00889823477866
lines	0.00730668303601
normal	0.4
right	1.53212922886
split	2.17835820399
left	0.0143578221297
lines	1.18222776512e-4
normal	0.44
right	1.28017395361
split	1.37686341739
left	0.00495627178642
lines	1.23852489347e-4
normal	0.44
right	1.92670846556
split	1.26773816183
left	-0.00947911547315
lines	0.0015781611161
normal	0.44
right	2.38576070739
split	2.20250986513
left	-0.00847409739056
lines	0.0339659007756
normal	0.44
right	1.57120416431
split	2.06021484625
left	-0.00882526948157
lines	0.0192452031637
normal	0.44
right	1.64264368367
split	2.07997409125
left	-0.0022191259153
lines	3.3734003163e-5
normal	0.44
right	2.60497332723
split	2.49173525458
left	0.00259540953454
lines	0.00578899334176
normal	0.44
right	2.65955368808
split	1.77115035412
left	0.0043222042933
lines	6.13281903213e-4
normal	0.44
right	2.15771910941
split	1.46034491178
left	-0.0071809848547
lines	0.021432822767
normal	0.44
right	1.68121123021
split	1.59023209184
left	0.00175125603566
lines	2.10501263568e-4
normal	0.44
right	1.61499495593
split	1.77408058222
left	0.00104219012757
lines	0.112478095634
normal	0.48
right	2.25863371586
split	2.55742338854
left	-0.00810016346816
lines	1.01061495832e-5
normal	0.48
right	2.2231239167
split	2.01911866377
left	-0.00628854337344
lines	-0.00296605335855
normal	0.48
right	1.95161385172
split	2.25309688083
left	-0.00168256554507
lines	-1.36966552105
normal	0.48
right	2.03941267238
split	2.5556312184
left	-0.0029325976409
lines	2.06052854105e-4
normal	0.48
right	1.401997756
split	2.3759736333
left	0.00196352347785
lines	0.00565829959932
normal	0.48
right	1.6324248689
split	1.77703069809
left	0.012288740028
lines	0.00217868078131
normal	0.48
right	2.65371056955
split	1.54637327497
left	-5.38714602785e-4
lines	7.06792398128e-4
normal	0.48
right	1.80476129933
split	1.51170235059
left	0.0442393225698
lines	5.41701526911e-5
normal	0.48
right	1.89801548224
split	1.75481506723
left	1.85254370171e-4
lines	9.71274994715e-4
normal	0.48
right	2.03883797877
split	2.52012931343
left	-0.00773893022174
lines	4.22497400429e-4
normal	0.52
right	2.26562626218
split	1.41956108515
left	0.00101198525392
lines	2.81484390173e-4
normal	0.52
right	2.20547496971
split	1.52586080768
left	-0.00529488056712
lines	0.00160640003146
normal	0.52
right	1.66533960225
split	2.61731255908
left	-4.15252500169e-4
lines	2.25589691246e-5
normal	0.52
right	1.57058895318
split	1.97918425838
left	0.0257172645947
lines	0.0172000001712
normal	0.52
right	1.96951421778
split	2.20062616019
left	-0.00911531640881
lines	2.48052099993e-4
normal	0.52
right	1.84959723355
split	2.57914459954
left	-0.00700079820087
lines	0.0333411340412
normal	0.52
right	1.92157673636
split	1.47949632472
left	-0.00287360947683
lines	0.111609440349
normal	0.52
right	2.18796940202
split	1.74298807497
left	-0.00242797512036
lines	0.00144824484293
normal	0.52
right	2.67101765409
split	1.52637310895
left	0.00811056042738
lines	-0.00850745669173
normal	0.52
right	2.26452699369
split	1.82820734095
left	-0.00536485353623
lines	6.86243949829e-4
normal	0.56
right	1.70295148503
split	2.09435614832
left	0.0158164450153
lines	1.70266592366e-4
normal	0.56
right	2.07045185761
split	1.97434526942
left	0.0101224938829
lines	2.09845632917e-4
normal	0.56
right	1.65553790957
split	2.66957728125
left	-0.00948148638101
lines	3.92109460022e-4
normal	0.56
right	1.55605864263
split	2.23394721527
left	-5.31010798242e-4
lines	0.00495329342594
normal	0.56
right	2.36057477096
split	1.69179024628
left	-0.00373992040888
lines	1.22611698391e-5
normal	0.56
right	1.76407661278
split	2.03427616803
left	-0.00681381113494
lines	2.0478609414e-4
normal	0.56
right	1.16216843992
split	1.88264304636
left	-0.00841901103163
lines	4.27825132409e-4
normal	0.56
right	1.99394699266
split	1.69706913198
left	-0.00867641896065
lines	0.0216189380029
normal	0.56
right	2.29846533924
split	1.88042936896
left	0.0305197273452
lines	6.75052535395e-4
normal	0.56
right	2.06922831579
split	1.35065424381
left	0.018560789222
lines	0.00698223041213
normal	0.6
right	2.57799799921
split	1.67179223379
left	-0.00678059586108
lines	0.0456815113867
normal	0.6
right	1.97221083339
split	2.58126322319
left	-0.00396401679174
lines	0.0575490144042
normal	0.6
right	2.40598124014
split	2.18428786028
left	0.00303871645785
lines	1.79506391812e-4
normal	0.6
right	2.10240818566
split	2.27787796209
left	-0.0018995534212
lines	0.0419470456807
normal	0.6
right	1.91001328914
split	2.1016786703
left	-0.00557861000787
lines	3.89767075416e-4
normal	0.6
right	2.67322862233
split	2.53175959197
left	0.0321236167423
lines	0.0161785870511
normal	0.6
right	1.50432578936
split	2.48694447554
left	4.26410908871e-4
lines	5.8599239408e-4
normal	0.6
right	1.97613064582
split	1.7155508735
left	-0.00671212763021
lines	6.79728714654e-4
normal	0.6
right	2.19132393203
split	1.742560861
left	9.27458101907e-4
lines	6.91243553121e-4
normal	0.6
right	1.79215683692
split	2.52843353489
left	-0.00681166154204
lines	4.42565821044e-4
normal	0.64
right	1.38441936599
split	2.6629958882
left	-0.00181749995045
lines	6.84052487397e-4
normal	0.64
right	1.28904660407
split	2.01114608871
left	-0.00622901628566
lines	5.62879950698e-5
normal	0.64
right	2.39842561756
split	1.54559027748
left	-0.00268669475845
lines	0.00231947165722
normal	0.64
right	1.50548352896
split	2.51680661574
left	-8.7338259818e-4
lines	0.00166898171697
normal	0.64
right	2.28977337381
split	2.14716753475
left	-0.00931710768443
lines	0.0163747552679
normal	0.64
right	1.70104632681
split	2.13258071253
left	0.0073540981253
lines	8.66665380712e-5
normal	0.64
right	2.61004340036
split	1.9171674957
left	8.41325626569e-4
lines	0.0590395947119
normal	0.64
right	2.67856261752
split	1.52702198879
left	-0.0047263964223
lines	0.0100383782131
normal	0.64
right	1.82809611697
split	2.20068036332
left	0.00168673734753
lines	5.22067846663e-4
normal	0.64
right	2.64515307809
split	2.41383443954
left	0.0067159771965
lines	0.00618248901958
normal	0.68
right	1.84038668097
split	2.4240973857
left	0.0185745728966
lines	-2.14992495995e-4
normal	0.68
right	2.15646707367
split	1.98804860796
left	0.010701747349
lines	2.52710269223e-4
normal	0.68
right	2.04093046145
split	2.18603501685
left	0.00586796710696
lines	1.38958564358e-4
normal	0.68
right	2.67427322125
split	2.21302787906
left	-0.00299420619634
lines	5.48295815181e-5
normal	0.68
right	2.2405081603
split	2.67040011199
left	0.0492640263293
lines	0.00211146643757
normal	0.68
right	1.26611288581
split	2.32940466896
left	-0.00474696531536
lines	0.008232357172
normal	0.68
right	1.90341127414
split	2.06979115223
left	7.77527896751e-4
lines	8.43046232047e-5
normal	0.68
right	1.67894301896
split	2.64623143603
left	0.00919236600165
lines	0.00720608959588
normal	0.68
right	1.28526232243
split	2.19454104287
left	0.033617220125
lines	0.00254570101392
normal	0.68
right	2.37434730016
split	2.51284207847
left	0.00950090328303
lines	0.00113724627695
normal	0.72
right	2.14561496359
split	2.64749550176
left	-0.00930529878776
lines	0.0183418029207
normal	0.72
right	2.24433769506
split	2.49294835047
left	0.0333202029206
lines	0.00162186658713
normal	0.72
right	2.0424643045
split	2.67060975783
left	0.00150397782871
lines	0.00139140253466
normal	0.72
right	2.00421058186
split	2.30948306056
left	0.016042999074
lines	0.0156696516219
normal	0.72
right	1.36716283886
split	2.02225312972
left	0.0124384550028
lines	3.30442589305e-4
normal	0.72
right	2.34520781801
split	1.63020254112
left	-0.00471069562369
lines	0.0836605535459
normal	0.72
right	2.63171018083
split	1.83775936104
left	0.00663698978662
lines	3.48136488086e-4
normal	0.72
right	2.6490309122
split	2.24239799508
left	-0.00293340747562
lines	0.00166238959863
normal	0.72
right	2.63008054647
split	2.36197692298
left	0.0340772178557
lines	0.00559547599564
normal	0.72
right	2.37973910198
split	1.94330571695
left	0.120746476662
lines	1.0970316864e-4
normal	0.76
right	2.60928175642
split	2.63314513286
left	0.00380860091289
lines	0.00967085743368
normal	0.76
right	2.67113800477
split	2.5651292878
left	-0.00757549617152
lines	0.0520716880069
normal	0.76
right	1.80276456377
split	2.243538252
left	0.00250490437527
lines	4.7038908123e-4
normal	0.76
right	2.54062160244
split	2.67074316947
left	9.20936721107e-4
lines	0.0320356421482
normal	0.76
right	2.66302453328
split	2.38909153298
left	-0.00911370015808
lines	0.0032179763632
normal	0.76
right	2.65955738238
split	2.23773105151
left	0.0014450584492
lines	0.0141031139477
normal	0.76
right	2.64851923416
split	2.46649358303
left	-6.77271902872e-4
lines	0.00262838785345
normal	0.76
right	1.91079866661
split	2.65857418891
left	-7.19958918166e-4
lines	0.102112532487
normal	0.76
right	2.3936413593
split	2.51660163009
left	0.00682578038146
lines	-0.00347415736279
normal	0.76
right	2.04270304298
split	2.647801359
left	0.0250062760653
lines	0.0102361990633
normal	0.8
right	2.65879153625
split	2.36756327701
left	-0.00918303369787
lines	-0.00575745734084
normal	0.8
right	2.07081292813
split	2.36369388492
left	0.00309998486429
lines	1.7055256615e-4
normal	0.8
right	2.6249996741
split	2.45565960814
left	0.00219870024977
lines	0.097961304315
normal	0.8
right	2.67773664142
split	2.20101301246
left	-0.00187829105513
lines	9.47897651202e-5
normal	0.8
right	2.13662304713
split	2.37046241953
left	0.00120411780166
lines	9.17385716988e-4
normal	0.8
right	2.59180554106
split	2.29463171488
left	-0.00389734743762
lines	9.25173242856e-4
normal	0.8
right	2.00483713537
split	2.02217016765
left	-0.00668629877797
lines	0.0298567038688
normal	0.8
right	1.94832047309
split	2.05983715879
left	0.0191098997437
lines	3.6096012784e-4
normal	0.8
right	2.44678821357
split	1.756373974
left	0.0520622430983
lines	0.00354923028557
normal	0.8
right	2.124188587
split	2.66708299408
left	0.0039811303932
lines	4.57939734092e-5
normal	0.84
right	2.67314434547
split	2.15964105421
left	-0.00762730300697
lines	0.00350080111327
normal	0.84
right	2.31814335488
split	2.16877965143
left	-0.00902063277234
lines	0.0119870674071
normal	0.84
right	2.15520022761
split	2.46021241166
left	-0.00308713143605
lines	0.0217770356425
normal	0.84
right	2.67210697055
split	2.67817446018
left	-0.00328195937058
lines	3.63551104452e-4
normal	0.84
right	2.6728275927
split	2.20681384393
left	-0.00886583076915
lines	3.49317519034e-5
normal	0.84
right	2.66469285794
split	1.11438014492
left	-0.00724515923441
lines	0.0717759317691
normal	0.84
right	2.45722896559
split	1.92779362036
left	3.87119434619e-4
lines	2.84179272727e-5
normal	0.84
right	2.66792005494
split	2.08247822508
left	-0.00494646710396
lines	8.54297923483e-4
normal	0.84
right	2.33463625364
split	1.82049999048
left	0.0142593503429
lines	0.0019919999579
normal	0.84
right	2.66912403521
split	2.19666676095
left	-0.00577769830881
lines	0.0833981466189
normal	0.88
right	2.50595801252
split	1.91754945474
left	0.00860610486806
lines	0.0150199897219
normal	0.88
right	2.67126328251
split	2.38538681825
left	0.0118031243962
lines	1.00863539732e-4
normal	0.88
right	2.56209366132
split	2.6727920481
left	-0.00605541666951
lines	1.36215428926e-4
normal	0.88
right	2.36761765548
split	2.59873361514
left	0.019005563403
lines	0.0286501026852
normal	0.88
right	2.54216392738
split	2.55536108226
left	0.00547266522872
lines	2.71771397943e-5
normal	0.88
right	2.6796832955
split	2.20526694956
left	0.00211454728948
lines	1.27805250261e-4
normal	0.88
right	2.66856257351
split	2.11473368094
left	-7.9243122728e-4
lines	3.72937367635e-4
normal	0.88
right	2.38229792059
split	1.84957583435
left	-0.00542491606785
lines	9.44968780408e-5
normal	0.88
right	2.59151888539
split	2.3328136855
left	-0.00270331091201
lines	7.55243877278e-4
normal	0.88
right	2.5778473193
split	2.62307847364
left	0.00536244342641
lines	8.47783714942e-5
normal	0.92
right	2.02179943679
split	2.43802606031
left	0.0242121662774
lines	0.00142588401016
normal	0.92
right	2.65160735887
split	2.65515746304
left	0.250715255578
lines	1.00818738127e-4
normal	0.92
right	2.07431015645
split	1.84184735184
left	-0.00148674737976
lines	0.135640918202
normal	0.92
right	2.65351579279
split	2.67071550047
left	0.00780467832214
lines	5.34017222351e-4
normal	0.92
right	2.00553107373
split	1.83785005431
left	0.036521592243
lines	6.02481211062e-4
normal	0.92
right	1.92987770047
split	2.65127716582
left	-0.00185129854907
lines	0.00129516575207
normal	0.92
right	2.64214587426
split	2.42416445541
left	0.114239746044
lines	0.0999328037879
normal	0.92
right	2.49425673211
split	2.12899679034
left	-0.00918884887352
lines	0.0658595031033
normal	0.92
right	2.675400224
split	2.67459217416
left	0.0999961001983
lines	0.00579805585655
normal	0.92
right	2.25929248547
split	2.52689907905
left	0.00918847868977
lines	7.14561827029e-4
normal	0.96
right	2.67300804216
split	2.5292340832
left	0.00585375080991
lines	0.0152131518441
normal	0.96
right	2.58477168549
split	2.23144066455
left	0.00583059942024
lines	0.00287358955232
normal	0.96
right	2.33249487459
split	2.26625312663
left	0.00150213177374
lines	6.23480312714e-4
normal	0.96
right	2.6776671775
split	2.45545622893
left	0.0359063534278
lines	0.00229773925901
normal	0.96
right	2.18999583074
split	1.93733613883
left	0.0151829664344
lines	0.0182316370719
normal	0.96
right	2.12711483771
split	1.82661311813
left	0.0492751810424
lines	5.58851737835e-6
normal	0.96
right	2.11916683473
split	2.65178909042
left	0.240121172793
lines	5.73186401501e-4
normal	0.96
right	1.85831912879
split	1.81323449471
left	-0.00414795183732
lines	0.0887811646216
normal	0.96
right	2.54253156267
split	1.67336556909
left	0.0098889085564
lines	0.00531281668395
normal	0.96
right	2.39847552889
split	1.58205759871
left	-7.39468099932e-4
lines	0.00710439523879
normal	1
right	2.05206178934
split	2.60614771194
left	-0.00136813104736
lines	7.48926349959e-4
normal	1
right	2.2988490514
split	2.4602031042
left	0.0181666955637
lines	0.00382739151998
normal	1
right	2.6758200601
split	2.65673715225
left	-0.00187209357897
lines	4.18552986862e-4
normal	1
right	2.59706282428
split	2.60498727939
left	0.0010938906774
lines	0.0883188534833
normal	1
right	1.59197858845
split	2.48868835577
left	0.0131149743937
lines	0.189371766495
normal	1
right	2.67626927671
split	2.26350358081
left	0.0132212746691
lines	1.72392725556e-5
normal	1
right	2.66251529779
split	2.62548331757
left	0.0456443705343
lines	0.00691821627072
normal	1
right	2.00308896303
split	2.45925685475
left	0.046659970855
lines	0.00228880227633
normal	1
right	2.59179935392
split	2.53073802744
left	0.0249582115051
lines	0.0521957155771
normal	1
right	2.17619749769
split	2.45106986458
left	0.0925222459663
lines	0.00111633198407
normal	1.04
right	2.47902110116
split	2.58837626081
left	0.00319224515657
lines	1.92557767548e-4
normal	1.04
right	2.42870926096
split	2.66991565259
left	0.0244337174614
lines	2.88614735928e-4
normal	1.04
right	2.49359902826
split	2.45575110617
left	-0.00744199617602
lines	0.0071419997257
normal	1.04
right	2.15683862534
split	2.64893775406
left	0.0362229380887
lines	2.04806328096e-5
normal	1.04
right	2.63130100148
split	2.41191342146
left	0.00298236249619
lines	0.267622515599
normal	1.04
right	2.08246999136
split	2.42706489054
left	0.186867597796
lines	0.0292095387038
normal	1.04
right	2.67930528394
split	2.64334308714
left	0.414680220348
lines	0.0237130195087
normal	1.04
right	2.39978705201
split	2.57923537547
left	0.00570445432
lines	0.763437238549
normal	1.04
right	2.32972493052
split	2.27605258318
left	0.0024235520215
lines	0.0941845286602
normal	1.04
right	2.61574325002
split	2.67910044855
left	0.0219146218098
lines	0.00612458005274
normal	1.08
right	2.6753401731
split	2.64659441286
left	0.466943893398
lines	0.00570699395983
normal	1.08
right	2.65185305191
split	1.92016139894
left	0.185537344765
lines	0.0936440756362
normal	1.08
right	2.54173865468
split	2.3002784373
left	-0.00754984422012
lines	0.00203213490974
normal	1.08
right	2.53166912809
split	2.19714874903
left	-0.00594029791041
lines	0.00557340992577
normal	1.08
right	2.67511906127
split	2.67581557639
left	0.00945408174577
lines	0.00211228166756
normal	1.08
right	2.62408295603
split	2.44519494611
left	-0.00833611030018
lines	5.6198385533e-4
normal	1.08
right	2.44838482616
split	2.6727570343
left	0.0472792117673
lines	0.00122691902935
normal	1.08
right	2.52477584083
split	1.58730533818
left	-0.00287624590491
lines	7.71781769633e-5
normal	1.08
right	2.48422735291
split	2.67727739921
left	0.0749108236804
lines	0.00507018046149
normal	1.08
right	2.32441315222
split	2.67813549294
left	-0.00915310711382
lines	3.27344307857e-4
normal	1.12
right	2.42197681062
split	2.66802538567
left	-0.00759103504162
lines	0.00527676863882
normal	1.12
right	2.34024833974
split	2.6065470408800002
left	0.00332973726207
lines	4.84379877778e-4
normal	1.12
right	2.51828160094
split	1.85179164107
left	-0.00434202347263
lines	0.0218434305135
normal	1.12
right	2.66917119013
split	2.45061750322
left	-0.00300966926737
lines	6.00221260291e-4
normal	1.12
right	2.44917301218
split	2.62026328311
left	0.0164218019826
lines	9.17921578368e-5
normal	1.12
right	2.23702619957
split	2.54318650646
left	0.00518500286879
lines	0.141131189873
normal	1.12
right	2.27351126026
split	2.67344883864
left	0.00139944897318
lines	0.221045600923
normal	1.12
right	2.43716713325
split	2.66955658417
left	-0.00774099727586
lines	0.157472245437
normal	1.12
right	2.67431873447
split	2.22296549338
left	0.0602151186695
lines	0.00252919637764
normal	1.12
right	2.65320396749
split	1.94771912039
left	0.03052385034289999
lines	0.188574088005
normal	1.16
right	2.61885644949
split	2.66883604576
left	-0.00133444944789
lines	0.404464855816
normal	1.16
right	2.6444040171
split	2.63871939604
left	0.00919254625744
lines	4.86470662055e-6
normal	1.16
right	2.42234350545
split	2.37867925217
left	0.0675873027941
lines	0.00931949467096
normal	1.16
right	2.67600636479
split	2.58565249539
left	-0.00142411752577
lines	0.00192616735809
normal	1.16
right	2.67911452507
split	2.44702841965
left	0.0130988789291
lines	1.30508998598e-4
normal	1.16
right	2.67838773879
split	2.50869753982
left	0.0590138947623
lines	1.7860259082e-5
normal	1.16
right	2.59649673949
split	2.54343035657
left	0.00795154500508
lines	0.4793605934
normal	1.16
right	2.28991421138
split	2.06083259266
left	-0.0073666946199
lines	0.0275974765873
normal	1.16
right	2.51698106403
split	2.51282147264
left	0.0513677128888
lines	0.0202657647879
normal	1.16
right	2.25848369505
split	2.46190414618
left	0.162977563107
lines	0.00223607473566
normal	1.2
right	2.6578903656
split	2.07736870068
left	0.00612136264238
lines	0.0937601792737
normal	1.2
right	2.55384473401
split	2.45806833955
left	0.0935606462561
lines	0.00468710562024
normal	1.2
right	2.43578411907
split	2.67523056366
left	0.0188069645397
lines	0.00272367962595
normal	1.2
right	2.67302524793
split	2.28465415562
left	-0.00437272304836
lines	0.00535655052231
normal	1.2
right	1.87496734165
split	2.64435606105
left	0.0156372984868
lines	0.0422393756696
normal	1.2
right	2.09648096545
split	2.44317514242
left	-0.0052433341863
lines	9.26025980309e-5
normal	1.2
right	2.48901947207
split	2.67740374153
left	-0.00884976339863
lines	2.27903863218e-5
normal	1.2
right	2.66801654176
split	2.6535179506
left	-0.00797294407467
lines	0.00365455960244
normal	1.2
right	2.50841426546
split	2.62419626448
left	0.0937055584078
lines	9.85841936136e-4
normal	1.2
right	2.65613188003
split	2.63908459692
left	0.0135218436119
lines	0.0054971600456
normal	1.24
right	2.27921273589
split	2.55103338564
left	-0.00747874322868
lines	0.00329872825127
normal	1.24
right	2.21102083815
split	2.12045819033
left	0.0173422381258
lines	0.111321859102
normal	1.24
right	2.4485302123
split	2.64279302732
left	-3.63535411956e-4
lines	0.550681597536
normal	1.24
right	2.6478622501
split	2.66249542988
left	0.0011787594068
lines	0.00543931818622
normal	1.24
right	2.41178965711
split	2.66682188297
left	-0.00679738078417
lines	0.0146434842299
normal	1.24
right	2.60610030828
split	2.67559284291
left	-0.00583183310923
lines	0.0055691001129
normal	1.24
right	2.66052908799
split	2.65873561031
left	0.0132424655926
lines	0.0495157308148
normal	1.24
right	2.57686927469
split	2.50514170163
left	0.24092244153
lines	0.13050432827
normal	1.24
right	2.6182497181
split	2.67459539043
left	-0.0077432561071
lines	0.00514841502681
normal	1.24
right	2.43933231983
split	2.63531446864
left	0.114269216392
lines	0.00262123773664
normal	1.28
right	2.5827916505
split	2.61232826019
left	0.0715416898115
lines	3.3464468855e-5
normal	1.28
right	2.11272501024
split	2.67418532398
left	-0.00799016085975
lines	0.0415632771759
normal	1.28
right	2.39685798163
split	2.67702576582
left	-0.00612915656671
lines	2.99224863351e-4
normal	1.28
right	2.22293092733
split	2.59947577926
left	0.0630243944236
lines	0.00239049903498
normal	1.28
right	2.46518764848
