dataset	x	y
bullseye	72.8141691684	50.2296492016
bullseye	56.5739220161	29.0819909418
bullseye	52.822899259	29.7746323986
bullseye	41.718940292	12.4391272992
bullseye	58.3522901155	28.879882035
bullseye	35.7480647815	44.4246170395
bullseye	48.3031192459	29.995304138
bullseye	27.8191826375	20.9272222994
bullseye	36.4625691638	45.5532040386
bullseye	89.2075001968	55.6166016842
bullseye	53.2705125529	29.2990691184
bullseye	35.442553517	51.078255725
bullseye	47.1159278956	32.8052017671
bullseye	60.8754322855	65.0612534196
bullseye	68.4323607451	82.5874946089
bullseye	64.0418594148	67.6386156115
bullseye	59.5946270913	84.3465971459
bullseye	44.8127179864	67.5423881484
bullseye	37.9265883434	13.6486445511
bullseye	63.6660562369	32.4321198116
bullseye	62.880271803	64.3795512139
bullseye	46.2994814326	12.0836174399
bullseye	39.2127322322	38.8035096796
bullseye	70.938148492	81.9007690061
bullseye	69.2309000922	57.6712215924
bullseye	46.3282995077	84.3703873335
bullseye	56.2821870037	65.718643187
bullseye	46.6558549739	32.6905635722
bullseye	62.492063655	64.0673927059
bullseye	55.5247141639	83.8998262726
bullseye	78.4392019454	75.1103862669
bullseye	53.4422886743	28.5639050385
bullseye	52.9941269425	85.0624178786
bullseye	43.2261351059	12.8367356038
bullseye	50.3335863914	29.5152587141
bullseye	34.3546429697	16.8491691298
bullseye	52.1269442819	65.7087814723
bullseye	22.440774275	26.8556212211
bullseye	54.1434873246	65.3671314268
bullseye	51.6920538296	30.9199301607
bullseye	44.261136936	63.1765187392
bullseye	64.9962886337	31.6787324958
bullseye	37.2582481182	56.0425246688
bullseye	53.4738257505	67.5214592539
bullseye	37.2881816798	51.9952155929
bullseye	47.5323570544	64.6213053828
bullseye	69.6165791889	81.2750615312
bullseye	48.2730939272	10.269262438
bullseye	72.0567174361	80.620791055
bullseye	68.2912366902	58.2081428128
bullseye	41.7874702197	13.2096068334
bullseye	71.7375625625	43.2315035602
bullseye	45.3409781765	32.6055017192
bullseye	85.4899929367	66.1312587029
bullseye	54.7427084542	66.6768963209
bullseye	65.2272806649	32.1430580166
bullseye	52.1170844433	65.1130050546
bullseye	76.9638160181	76.8803944809
bullseye	53.5316566354	67.5324600055
bullseye	70.0812867103	37.2813915634
bullseye	49.7704581363	84.1398966597
bullseye	54.6530980358	67.5197923506
bullseye	51.3879477978	29.091745185
bullseye	60.2898435415	31.883284274
bullseye	34.8560961146	48.5731365752
bullseye	40.2857783561	35.8648978059
slant_up	67.3135320079	99.2861952704
slant_up	77.9074641798	45.605979653
slant_up	30.5804434367	31.3230497387
slant_up	53.1412241517	22.7205185617
slant_up	54.2269247815	52.2758282313
slant_up	63.0669082296	93.2211293608
slant_up	41.7847568428	12.8493794971
slant_up	73.6339549692	25.0461381361
slant_up	36.4220691511	6.1714084213
slant_up	62.5352353731	33.4703508699
slant_up	51.835880074	23.9259013296
slant_up	33.4126987391	62.6647205329
slant_up	81.2539810694	82.4487464158
slant_up	64.0141977601	67.8646319267
slant_up	32.933432965	62.8153021987
slant_up	83.2927257475	55.921272974
slant_up	81.0294221323	82.3115046976
slant_up	54.5406391937	3.00307341873
slant_up	34.424629427	63.4626955016
slant_up	80.1602435603	50.2430393066
slant_up	44.8467319185	97.4965101486
slant_up	32.2564059379	1.6551451458
slant_up	35.7078724316	64.4616402649
slant_up	48.9218757591	49.7061832312
slant_up	58.4219685059	88.8425505566
slant_up	64.34095194	63.5152488138
slant_up	65.9057998445	67.9153404957
slant_up	63.149970634	34.4703343895
slant_up	43.5638642653	44.9026848161
slant_up	38.8285090917	7.37011100495
slant_up	63.2983879865	30.9402617568
slant_up	82.6947806702	82.4465470094
slant_up	57.9199269816	8.22634991062
slant_up	48.3148605736	80.2653111631
slant_up	50.9543668564	53.1600300725
slant_up	32.888852122	84.5357830993
slant_up	35.4746620998	83.5882701309
slant_up	68.0394676361	99.4644456236
slant_up	78.7122521995	77.1392230641
slant_up	74.101687967	73.5481550902
slant_up	63.3037938295	33.5259785298
slant_up	31.3490337612	31.3486298624
slant_up	61.0932039665	91.9820685874
slant_up	40.513408752	9.03340562401
slant_up	43.5993659722	42.307358513
slant_up	64.0124532837	67.871964032
slant_up	68.5271488734	39.9639145332
slant_up	45.5204870629	45.106305102
slant_up	83.1917583033	51.4839358885
slant_up	47.1726147076	45.6744866599
slant_up	55.709285115	87.1453900802
slant_up	33.2727426227	33.5157036104
slant_up	52.0437222838	51.6237849557
slant_up	57.8300154235	29.5987529959
slant_up	31.764751969	0.763458074838
slant_up	49.3213425258	76.7035180232
slant_up	33.6375975849	84.2345365366
slant_up	61.6795237984	63.1678661003
slant_up	69.3313928488	39.7648174214
slant_up	80.7669329816	30.0667979992
slant_up	51.0018153726	23.6199772895
slant_up	58.4355540401	27.3759044377
slant_up	57.0821350368	8.81535974916
slant_up	66.5671182614	35.8976244072
slant_up	45.6817944724	77.1659344319
slant_up	43.0717359656	15.1997279853
slant_up	15.2362047437	43.1128556151
slant_up	15.6481429252	45.1734395579
slant_up	11.616092334	11.6283358103
slant_up	59.3785591301	8.61985888981
slant_up	70.5796357699	98.4014980631
slant_up	64.0005853771	33.3093588682
slant_up	67.0477053835	17.5221611582
slant_up	79.7272057127	49.1763038805
slant_up	60.2812837115	32.3622062335
slant_up	53.8286240681	46.2022535078
slant_up	45.2807500785	42.9380796038
slant_up	47.1826595374	19.0351789294
slant_up	87.1259939122	55.6125876086
slant_up	74.1996469328	43.5601106626
slant_up	34.1359692999	35.099541256
slant_up	27.4863539663	29.2858363196
slant_up	54.5896768547	4.37220938158
slant_up	62.7290949451	31.4618167132
slant_up	52.2123475626	53.4517570604
slant_up	55.5272330225	52.9164416817
slant_up	46.2010490565	74.1966874321
slant_up	44.8263988392	13.8951802183
slant_up	74.817305328	46.2082377865
slant_up	49.0881400366	0.63194519308
slant_up	53.6369320356	51.5392534145
slant_up	67.4957761206	20.2413249971
slant_up	15.707777631	17.8589612925
slant_up	58.4897179253	27.9696282896
slant_up	63.7610613314	31.7208119242
slant_up	58.9274895048	11.0544457418
slant_up	38.5797860471	6.96900391796
slant_up	61.4263604538	29.9462420091
slant_up	39.2123686386	69.2453661249
slant_up	47.0832126339	48.7732962433
slant_up	32.9044510871	30.3442653802
slant_up	46.681416735	45.9564606407
slant_up	83.4514340339	82.5805798971
slant_up	41.1658555194	10.9298876934
slant_up	65.7710459811	65.2537578676
slant_up	86.7855015801	84.1839317644
slant_up	38.5209538292	66.2555798808
slant_up	56.3103513961	24.0205270495
slant_up	59.602915986	60.8604017557
slant_up	55.3570362427	55.9855788923
slant_up	45.6916407701	16.7071016771
slant_up	68.0344147957	69.079693478
slant_up	62.5817301851	94.3768451288
slant_up	47.2431412427	47.7807183214
slant_up	65.4205178186	95.4691447901
slant_up	44.8451715177	74.4612773451
slant_up	54.8948245239	55.7836308935
slant_up	60.318916943	31.5756242572
slant_up	29.6015598538	30.8219032114
slant_up	42.2250121628	12.5974693198
slant_up	53.8369467415	46.2125751389
slant_up	51.2822597101	48.8305594579
slant_up	45.3907899623	44.1709349345
slant_up	30.1449027362	28.3893828096
slant_up	42.1523724667	40.5541413045
slant_up	92.2353193505	64.1416281144
slant_up	53.1343815676	20.6538836627
slant_up	29.6414797463	58.8414053442
slant_up	46.3946670071	44.4260943697
slant_up	61.9226426444	61.7007909647
slant_up	72.3455854775	73.2793721486
slant_up	69.1234434742	70.2977188548
slant_up	69.6629745295	97.3730011724
slant_up	42.3525068864	70.2917229305
slant_up	48.3549774852	19.0202957387
slant_up	54.7533188036	22.0372336613
slant_up	56.034285109	58.5770586898
slant_up	49.006829248	17.7884933934
slant_up	34.5646324916	36.2405091926
slant_up	69.1721854613	70.5417497421
slant_up	76.6014988533	48.2337170728
slant_up	47.7428654488	79.7137783872
slant_up	62.059957808	63.6989547371
slant_up	53.6428354539	29.5391028146
slant_up	57.5160864884	55.5003205954
slant_up	57.20328372	86.4976329769
slant_up	85.2184944294	84.1556509629
slant_up	53.6347673387	29.5416976594
slant_up	52.5213779603	80.0152357344
slant_up	45.0217415004	13.5909806931
slant_up	50.2393142611	20.7107164813
slant_up	38.8986881339	6.97825672294
slant_up	48.6760099318	50.8872336194
slant_up	22.874009968	20.8828563606
slant_up	55.3462672712	55.5219858928
slant_up	53.6506246673	21.4008524399
slant_up	32.941497421	62.2381377845
slant_up	61.6558688856	30.2776949786
slant_up	33.0398061359	64.8676644418
slant_up	49.0565866266	78.6859744549
slant_up	45.6172469234	46.7093584164
slant_up	45.4177556351	47.3199898121
slant_up	76.6462192769	75.6072970014
slant_up	45.2215629004	15.871958048
slant_up	73.2020872135	72.9823086286
slant_up	62.8836064108	61.3422729046
slant_up	37.0717635436	8.45267810632
slant_up	73.6258206395	44.8173747246
slant_up	44.8591026333	44.1309543604
slant_up	77.3462214336	47.5051457088
slant_up	58.8150324422	57.0119089696
slant_up	61.898578376	30.1871804116
slant_up	53.3756781688	54.2815441022
slant_up	78.2686890272	77.09357217
slant_up	44.0761939769	74.7949734721
slant_up	65.2227104192	34.9305683977
slant_up	43.4170757178	95.2404727499
slant_up	70.1026517846	68.3902646637
slant_up	52.5821377881	22.5261803876
slant_up	62.6921135994	32.5936504069
slant_up	48.5309729285	50.7520475088
slant_up	37.419075038	35.3086972041
slant_down	66.8128265439	82.2947277438
slant_down	86.6637375655	45.3224018038
slant_down	33.1734943748	38.0939981404
slant_down	41.5876202143	29.886322246
slant_down	55.0421159155	46.2588677393
slant_down	60.3114127156	88.2020072343
slant_down	36.5769655388	13.4549917922
slant_down	73.2232093347	26.3583144227
slant_down	36.565152018	12.4768937524
slant_down	56.4139787626	41.6991366593
slant_down	46.1175823714	24.6788062532
slant_down	34.5874006305	64.6686497734
slant_down	76.7973884346	72.0700548064
slant_down	54.4361712247	75.0857019566
slant_down	43.7512228449	56.4984717847
slant_down	91.2603734278	60.3725740695
slant_down	73.3281573656	77.0243547801
slant_down	57.2120739854	14.4001861754
slant_down	45.4141101275	53.5317789821
slant_down	77.8419657434	51.1838557744
slant_down	49.6376202398	77.967044467
slant_down	39.5825308737	13.0644768338
slant_down	44.5649296515	58.2239125098
slant_down	50.8787860169	49.7837689229
slant_down	53.9864103728	78.689415213
slant_down	54.6162954612	47.1203882581
slant_down	54.8090076315	72.6644586752
slant_down	61.7632756146	40.0693063346
slant_down	53.0392096096	44.8030333995
slant_down	41.6668056624	6.55740053019
slant_down	62.1511925611	37.1330138793
slant_down	71.2996245265	79.2059682783
slant_down	55.9777085615	15.362023035
slant_down	51.7056075318	78.9700210004
slant_down	53.6076355661	66.476564331
slant_down	44.7975719461	86.8411057285
slant_down	41.4684361738	86.5677621548
slant_down	66.548468218	85.3559328016
slant_down	64.2636412878	67.915116876
slant_down	64.5368220134	68.2699728894
slant_down	60.4210826392	41.7336703046
slant_down	38.3940266332	31.2328287018
slant_down	56.9719735661	74.9570967926
slant_down	43.6980488243	24.1703598501
slant_down	32.7099965313	38.2118387331
slant_down	56.0480466883	71.4600420059
slant_down	64.3627379374	36.6278092339
slant_down	52.7559965967	45.4076541981
slant_down	87.0461965026	63.2245415847
slant_down	52.1632178085	45.7080011654
slant_down	57.8649288638	94.5476707402
slant_down	34.8324668236	34.8325250764
slant_down	45.8607797653	53.3484704956
slant_down	63.9281387124	29.5174558089
slant_down	29.0208223444	18.5910917237
slant_down	53.3184657082	74.6498632039
slant_down	31.1700711967	96.5841920927
slant_down	63.5072514649	65.2259336814
slant_down	65.0578816269	33.3765193836
slant_down	71.510928936	30.4418190605
slant_down	53.4237386084	44.1052835891
slant_down	71.8769409204	28.6351614673
slant_down	54.2169858571	13.277737586
slant_down	65.66638684	33.9048020601
slant_down	50.2492726929	78.1711943365
slant_down	43.7709531211	5.19312319273
slant_down	23.6983586274	45.1716184183
slant_down	27.269115102	44.6201398637
slant_down	30.0115556117	21.4761819408
slant_down	58.3769236581	12.1362451493
slant_down	67.1215441474	83.6316711431
slant_down	65.1374610685	32.7876014878
slant_down	65.3897399832	4.48312397449
slant_down	81.1724668293	48.2227153824
slant_down	61.7544584061	40.6602227278
slant_down	60.2428664308	37.3519149601
slant_down	52.5100502243	46.1742159591
slant_down	48.1950722239	20.1513503596
slant_down	69.1349875316	58.3910511925
slant_down	65.5759535731	33.3828240374
slant_down	27.2451476903	43.7179242475
slant_down	44.7678395396	27.5437545036
slant_down	55.5344440688	14.040211345
slant_down	62.2105217571	37.3507412024
slant_down	47.9428984102	49.2970773698
slant_down	55.2263610742	46.9731818075
slant_down	53.4955173054	75.6454949537
slant_down	44.5044579821	27.8664190831
slant_down	68.8582701572	62.9806538866
slant_down	45.9763821496	5.14826044743
slant_down	50.2403488357	47.350594082
slant_down	57.6124895161	14.2032050072
slant_down	30.0883482587	19.1533655008
slant_down	53.8508475495	17.0530329238
slant_down	60.8087833386	36.8990335284
slant_down	60.3606982982	7.76951192118
slant_down	42.8413142869	5.03590203376
slant_down	63.931241097	29.5271054681
slant_down	33.1642522036	97.9779093583
slant_down	52.6836670508	47.8691218629
slant_down	24.1576939449	23.334019368
slant_down	52.6703077282	46.0442655573
slant_down	68.6908350764	79.1230259985
slant_down	35.5090335238	13.7840682533
slant_down	69.3572274542	58.5489126371
slant_down	64.8986505392	86.6583909876
slant_down	39.9716694697	59.6069412773
slant_down	53.8963674314	14.8993873637
slant_down	63.9578249587	65.7064484748
slant_down	53.9236019233	48.2621901966
slant_down	51.5521459375	18.9954853018
slant_down	63.9904680031	68.4450877813
slant_down	65.8807151837	84.7475458753
slant_down	23.8374934196	47.5167462375
slant_down	72.3614086322	80.0042435766
slant_down	50.8272310243	77.6574022857
slant_down	54.2356255212	46.4532527211
slant_down	55.8995450768	42.5257409421
slant_down	39.5395041343	29.0587503334
slant_down	28.5456659584	21.1017191744
slant_down	53.8758628294	43.9861575882
slant_down	20.89373586	46.3768224496
slant_down	52.9435279717	44.8554409226
slant_down	43.6270182634	23.9793112452
slant_down	51.3784780062	45.941938958
slant_down	91.331027763	56.6958965394
slant_down	48.0152104966	21.4074931121
slant_down	39.0428770689	61.1656107215
slant_down	51.7160211985	46.0198243946
slant_down	62.5759909583	65.3436448271
slant_down	75.7147816815	75.8720865412
slant_down	64.7315420816	67.8512939018
slant_down	66.4032931526	84.1063128838
slant_down	30.4594720942	70.5104041188
slant_down	49.3633735891	22.4696922132
slant_down	53.9871072368	15.6884357482
slant_down	55.0638406812	46.3235031492
slant_down	49.9644579878	21.4214868388
slant_down	33.9630048607	33.4790813295
slant_down	65.9471628934	84.2076906577
slant_down	76.9875885688	55.0254017678
slant_down	52.4182743164	95.7965533316
slant_down	63.248381695	64.2624684806
slant_down	34.7022972352	35.1828820584
slant_down	54.2831488679	47.4982198015
slant_down	62.3437650982	90.2662523328
slant_down	79.8777370715	70.3122031022
slant_down	53.1675247966	45.0249282707
slant_down	52.7902145423	95.6105458596
slant_down	37.89274987	10.3620532707
slant_down	53.6155470018	45.2526880526
slant_down	35.5129737815	13.9333548595
slant_down	53.6168849166	66.4614919918
slant_down	22.083528415	25.4118741157
slant_down	62.6327830669	65.1447156056
slant_down	43.2085572725	24.1387350834
slant_down	40.9677506045	59.8391700647
slant_down	57.6120669124	44.4187813648
slant_down	35.8790359796	63.3081967624
slant_down	51.7524470384	76.8161421896
slant_down	45.5714784149	54.5311220433
slant_down	47.1445612166	51.0724353135
slant_down	65.8060993318	83.0453491346
slant_down	46.6128831019	24.9371595019
slant_down	77.9974763199	69.3251622613
slant_down	66.1644041768	61.7815758877
slant_down	44.83563431	25.3417974352
slant_down	66.4780820742	34.62570252
slant_down	52.2310100989	45.9782838827
slant_down	78.6681836606	49.0909674878
slant_down	63.7388284747	65.6199470097
slant_down	62.0211562503	40.2356473525
slant_down	50.1146996457	49.4650401784
slant_down	71.1692034745	78.5498944475
slant_down	49.9935270781	80.0554266808
slant_down	64.8341679059	35.6922676369
slant_down	53.0058283177	97.3604049423
slant_down	76.183519602	73.8702819747
slant_down	51.62712467	18.5688151043
slant_down	68.2889927346	29.7516291743
slant_down	53.4906295093	47.150142876
slant_down	34.4732303635	37.1985854477
wide_lines	90.3186900701	86.1028597102
wide_lines	90.4787187462	33.938602591
wide_lines	9.78650315092	44.3275117584
wide_lines	53.5502736906	31.6670163702
wide_lines	64.0993298242	48.4844368791
wide_lines	64.1010426685	88.9704901592
wide_lines	9.69088447523	19.6970657309
wide_lines	90.1221506827	29.3583612362
wide_lines	9.76175444057	14.3862717885
wide_lines	64.1008492292	35.9104838382
wide_lines	44.9284562652	23.4108815485
wide_lines	9.95921809117	54.6629041999
wide_lines	90.0947498961	77.8896108416
wide_lines	64.1034246773	68.8717514878
wide_lines	9.60901219991	61.1506997814
wide_lines	89.8619301289	55.2885391122
wide_lines	90.2482146142	85.7876836521
wide_lines	64.1034571364	7.28500289204
wide_lines	44.9257633705	65.4273824321
wide_lines	89.8488960321	59.6877491228
wide_lines	44.9314138845	97.5420841849
wide_lines	9.98944653597	14.0882539797
wide_lines	10.4416938097	55.028136914
wide_lines	44.9245077735	48.356642875
wide_lines	64.1011546793	78.2466965335
wide_lines	64.1025816656	59.7058172505
wide_lines	64.1017295432	75.9723266391
wide_lines	64.1025999796	34.6718329916
wide_lines	44.9272440967	43.1109449901
wide_lines	9.59554774805	2.90579027063
wide_lines	64.0984347952	31.1655971783
wide_lines	90.3695480898	87.8078831089
wide_lines	64.1017798703	16.9786786403
wide_lines	53.5500743552	82.465756555
wide_lines	53.5496893374	62.4703670422
wide_lines	10.429845956	92.3835514453
wide_lines	10.361092773	92.065307934
wide_lines	90.1133186754	96.3632452821
wide_lines	89.9833722434	67.8771618885
wide_lines	90.0766066858	74.5438737075
wide_lines	64.1033057989	36.3722238725
wide_lines	10.0009815884	41.9102849203
wide_lines	53.9286623103	85.5605781297
wide_lines	44.9258235522	27.9441789954
wide_lines	10.4139527134	45.9887564789
wide_lines	64.104374089	72.6402737938
wide_lines	89.8230885721	31.9393896612
wide_lines	44.9340630869	46.1090902024
wide_lines	90.0201128707	58.7820318199
wide_lines	53.5507799221	39.7803624225
wide_lines	64.1026260062	84.4873321995
wide_lines	9.82407808619	43.4143643109
wide_lines	44.9243683196	52.8282903242
wide_lines	64.0891427505	29.481682903
wide_lines	10.2031811146	0.718600795541
wide_lines	44.9259095668	72.2350986097
wide_lines	10.0381885577	83.9144136297
wide_lines	64.1025653526	62.0840381569
wide_lines	89.7364452428	38.977669983
wide_lines	90.1203103603	33.7893564602
wide_lines	53.5395322655	30.7329540605
wide_lines	64.1002367124	17.7391960799
wide_lines	64.1027077467	6.26186637524
wide_lines	90.1103617197	44.4855916941
wide_lines	44.9248734069	68.3029952868
wide_lines	9.72710653999	11.9569710421
wide_lines	10.0100615151	39.6401952734
wide_lines	10.3078152972	44.967301693
wide_lines	9.87440658794	15.0201510088
wide_lines	64.103101341	10.1809595201
wide_lines	90.1769003018	98.1552174438
wide_lines	90.0757568927	35.2700662159
wide_lines	89.9338211229	11.8180950082
wide_lines	89.5904539774	48.0496353893
wide_lines	64.0977205928	45.932846734
wide_lines	64.100915418	38.7299309121
wide_lines	44.9360901517	46.1611483204
wide_lines	44.9257490532	24.5028560755
wide_lines	90.0882871502	53.970567826
wide_lines	90.1183237988	44.5087917247
wide_lines	10.377901228	43.3148203094
wide_lines	9.62636551633	27.0431111995
wide_lines	64.1032669919	0.855751852483
wide_lines	64.0914762617	29.7067895472
wide_lines	53.5512718521	61.1274198077
wide_lines	64.1011668744	51.3649919909
wide_lines	44.9252139342	75.5136129249
wide_lines	9.77865697022	28.7964626748
wide_lines	89.5130819627	46.577470581
wide_lines	44.9261061028	1.75336312781
wide_lines	53.5474134662	53.0862413993
wide_lines	89.9606886473	9.73832936047
wide_lines	10.3796068899	19.3732345421
wide_lines	64.1015696873	24.4739601349
wide_lines	64.1015413453	30.3973651899
wide_lines	64.0973134309	0.869584108906
wide_lines	10.3680729734	2.49435788125
wide_lines	64.1028081697	27.6792524649
wide_lines	9.55851105292	88.3376146606
wide_lines	44.9242655602	57.7281520432
wide_lines	10.2012412991	15.8896411961
wide_lines	44.9264386843	41.0192036312
wide_lines	90.4643308082	97.3389217278
wide_lines	10.0884836956	15.6603626339
wide_lines	89.7771898675	60.0013356937
wide_lines	89.9643036027	99.2336000178
wide_lines	9.76236750521	58.1157229882
wide_lines	64.0913771475	17.8262749871
wide_lines	64.0998069959	51.266257
wide_lines	64.1036520168	48.3324092659
wide_lines	53.5512669402	28.0868193253
wide_lines	89.8314637927	76.2994040167
wide_lines	89.8319056593	76.407825207
wide_lines	10.4773466341	50.3094644596
wide_lines	90.1505012289	87.5494708946
wide_lines	44.9281890281	71.0227329072
wide_lines	64.1037862636	49.1152568987
wide_lines	64.1013910168	41.5238409261
wide_lines	10.3603173672	22.3439567142
wide_lines	10.2464037386	19.117888159
wide_lines	64.1039389328	42.0372597248
wide_lines	9.75380303061	52.2194081981
wide_lines	44.9249589609	43.1403500232
wide_lines	9.98526514843	20.2323038468
wide_lines	9.95334019759	41.3477033186
wide_lines	90.2566331886	47.3131579643
wide_lines	53.5484225486	20.7107732745
wide_lines	9.76692911224	51.0745969806
wide_lines	53.5466704011	33.2415833505
wide_lines	64.1012266288	59.8826007406
wide_lines	89.9719105066	71.6568778167
wide_lines	90.431862645	81.2919921362
wide_lines	89.5552979338	78.4492842599
wide_lines	10.4609844453	74.7205260058
wide_lines	53.5493563915	16.2750769612
wide_lines	64.1021347183	26.240381195
wide_lines	64.1023296219	58.1562877964
wide_lines	53.5467987216	23.3541459499
wide_lines	9.52981365343	38.2375318415
wide_lines	89.5957731597	77.5787883042
wide_lines	89.7612849566	47.7310000182
wide_lines	53.5511201363	90.6760710569
wide_lines	64.1038192807	57.0527870533
wide_lines	44.9254967078	35.5738840756
wide_lines	64.0970170973	48.6504529816
wide_lines	64.1032296153	91.1601596556
wide_lines	90.0978304553	74.3680260262
wide_lines	53.5321259646	36.069342161
wide_lines	53.5502210199	88.4451465097
wide_lines	10.1542068351	7.86913521379
wide_lines	53.5510836859	39.5729573005
wide_lines	10.2377770553	13.4697578839
wide_lines	53.5506115168	66.2339819851
wide_lines	9.91469081339	19.4671201548
wide_lines	64.1033359329	62.2918839067
wide_lines	44.9262716111	20.8290486406
wide_lines	10.0086696196	64.4188204089
wide_lines	64.1035393997	38.6651683758
wide_lines	10.1821747995	54.0362986196
wide_lines	53.5509599907	73.1207991556
wide_lines	10.276499247	56.2771715646
wide_lines	44.9244752069	56.395568705
wide_lines	89.6048751807	84.501204535
wide_lines	44.9248966055	14.2702203575
wide_lines	90.2027997072	76.4124405039
wide_lines	89.92145147	46.2627877111
wide_lines	9.99681967546	21.3909268557
wide_lines	89.7364682173	42.5462887781
wide_lines	44.9278286288	41.3040824134
wide_lines	90.2770618713	55.4574967602
wide_lines	64.1035466043	62.7688596981
wide_lines	64.1014502291	35.4156133339
wide_lines	53.5507025957	49.7140977061
wide_lines	90.1795599425	76.6331961895
wide_lines	44.9258222612	70.7450579851
wide_lines	89.5977100422	39.2651411691
wide_lines	44.9676641264	96.5895864629
wide_lines	90.4375228492	70.3344232632
wide_lines	53.5509446203	28.0529946964
wide_lines	64.1038589697	38.8909782265
wide_lines	44.9259751746	51.1911381637
wide_lines	10.3342245302	32.2057065395
